Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC50042;The foreign minister reports, to great frustration, and shock that $FROMCOUNTRY$ has expelled our consulate and laid siege to our legation district! It appears they are attempting to resist our generous offer of protectorate and are now attempting to drive all our influence from the country. Local expatriate gazettes are reporting shock and horror, as missionaries are massacred, traders are hung up on gallows, and gentle folk are being stabbed in the streets by fanatical madmen! The situation has become decidedly out of our control, and the military is in a position to step in to put these regrettable upstarts in their place, and establish control of this valuable region with which for so long we have had happy and peaceful interests.;;;;;;;;;;;;;
EVT50042OPTA;Then we shall force them into submission with musket and ball!;;;;;;;;;;;;;
EVT50042OPTB;Well... let's not do anything too drastic;;;;;;;;;;;;;
EVTNAME50044;Defeated by Poumnia;;;;;;;;;;;;;
EVTDESC50044;Our recent defeat by the armies of Poumnia has left a tragic state of affairs in our country. Their savage soldiers have destroyed and sacked our capital, and they have killed not only most of our ministers, but any of the nationalistic elite in a particularly brutal series of beheadings. Any signs of Shamushi worship have been violently stamped out in their long and horrific punitive occupation, and a new collaborationist, decidedly pro-imperial elite has been installed as the new regent class. This marks an age of increased Poumnian influence in our lands, and one can feel it will be many years before the stirrings of Pruuntish identity can begin to organize themselves again after this shattering event. This war will live in infamy in the annals of Pruuntish history.;;;;;;;;;;;;;
EVT50044OPTA;We will lick our wounds...;;;;;;;;;;;;;
EVTNAME50045;Claim the Island of Ghurv?;;;;;;;;;;;;;
EVTDESC50045;This is another age of exploration: new steamships issue forward from our ports that allow our sailors to travel further, faster, and safer. Vast oceans cover the majority of our vast planet, and huge prohibitive storms have historically encouraged traders and explorers to cling to the coasts. Now, however, as ever-more liners cross distant seas, we are making a number of unexpected discoveries. Small islands reported by wrecked merchant men in the distant far east, which have appeared and disappeared from our maps for the past couple hundred years are becoming definitively known. In recent months, a small vessel of ours came across a small unclaimed set of islands, and the captain of which, after a small ceremony exchanging honors and meals with the locals, decided to claim the island in our name! It is up to us if we would like to accept these new lands into our patrimony - a new coaling station or trading outpost is attractive, but we would of course have to staff an administration.;;;;;;;;;;;;;
EVT50045OPTA;Plant the $COUNTRY_ADJ$ flag!;;;;;;;;;;;;;
EVT50045OPTB;Bah, why would we want a patch of lifeless sand in the sea?;;;;;;;;;;;;;
EVTNAME50046;Claim the Island of Taafraavsk?;;;;;;;;;;;;;
EVTNAME50047;Claim the Island of Mress?;;;;;;;;;;;;;
EVTNAME50048;Claim the Island of Njinye?;;;;;;;;;;;;;
EVTNAME50049;Claim the Island of Hrnid?;;;;;;;;;;;;;
EVTNAME50050;Claim the Island of Hun?;;;;;;;;;;;;;
EVTNAME50051;Claim the Sipdish Isles?;;;;;;;;;;;;;
EVTNAME50052;$FROMCOUNTRY$ has Razed the Great Drupe!;;;;;;;;;;;;;
EVTDESC50052;X;;;;;;;;;;;;;
EVT50052OPTA;Ten thousand $FROMCOUNTRY_ADJ$ heads on pikes will line the ruins of the holy Drupe!;;;;;;;;;;;;;
EVT50052OPTB;It is a shame, truly...;;;;;;;;;;;;;
EVTNAME50053;$FROMCOUNTRY$ has Razed the Great Drupe!;;;;;;;;;;;;;
EVTDESC50053;X;;;;;;;;;;;;;
EVT50053OPTA;May the great Vewug guide us through this!;;;;;;;;;;;;;
EVTNAME50054;The Guiding hand of $FROMCOUNTRY$;;;;;;;;;;;;;
EVTDESC50054;X;;;;;;;;;;;;;
EVT50054OPTA;Brothers we shall be!;;;;;;;;;;;;;
EVT50054OPTB;You're no brother of mine;;;;;;;;;;;;;
EVTNAME50055;$PROVINCENAME$ recognized as an integral part of $COUNTRY$!;;;;;;;;;;;;;
EVTDESC50055;It has been long since $PROVINCENAME$ was added to our mighty domain. Many of our people now reside here and call $PROVINCENAME$ home. Both domestically and internationally $PROVINCENAME$ is referred to as an integral part of $PROVINCENAME$, without scrutiny or debate.;;;;;;;;;;;;;
EVT50055OPTA;Excellent;;;;;;;;;;;;;
EVTNAME50056;The Poumnian Demand!;;;;;;;;;;;;;
EVTDESC50056;X;;;;;;;;;;;;;
EVT50056OPTA;We will submit;;;;;;;;;;;;;
EVT50056OPTB;Let them come!;;;;;;;;;;;;;
