Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
smallholder_society_1_desc;This is a society of smallholders - moderately sized farms owned by largely by families, not firms or capitalists.;;;;;;;;;;;;;x
smallholder_society_2;Smallholder Society;;;;;;;;;;;;;x
smallholder_society_2_desc;This is a society of smallholders - moderately sized farms owned by largely by families, not firms or capitalists.;;;;;;;;;;;;;x
mot_accessory;§R The Resolution of the Conference was§!§Y;;;;;;;;;;;;;x
mot_result;Unsettled;;;;;;;;;;;;;x
loc_reset;\n §!;;;;;;;;;;;;;x
mot_if;If the resolution was §YRetributivist§!;;;;;;;;;;;;;x
mot_if_no;If the resolution was §YIndividualist§!;;;;;;;;;;;;;x
mot_info_ret;We will support the §YRetributivists§!;;;;;;;;;;;;;x
mot_info_in;We will support the §YIndividualists§!;;;;;;;;;;;;;x
retributivist_settlement;Retributivist School;;;;;;;;;;;;;x
retributivist_settlement_desc;This Motkohnic state folows the retributivist judicial school, taking extreme responsibility for its citizens moral lives. It encourages both social initiatives to reduce crime, as well as engages in methods of extreme torture for notable criminals, forgoing altogether the death penalty for decades of torture.;;;;;;;;;;;;;x
individualist_settlement;Individualist School;;;;;;;;;;;;;x
individualist_settlement_desc;This Motkhonic state follows the individualist judicial school, giving its citizens broad lattitude in moral responsibility, and only imprisoning and executing criminals for the sake of community stability. Justice is seen as the profound responsibility of the thinking, conscious subject, whose moral obligations arise from this. Communal confession is encouraged, and institutions preach social awareness and empathy.;;;;;;;;;;;;;x
global;Global;;;;;;;;;;;;;x
obstructive_landowners;Obstructive Landowners;;;;;;;;;;;;;x
white_flux;White Flux Outbreak;;;;;;;;;;;;;x
red_flux;Red Flux Outbreak;;;;;;;;;;;;;x
wasting_sickness;Wasting Sickness Outbreak;;;;;;;;;;;;;x
blinding_cough;Blinding Cough Outbreak;;;;;;;;;;;;;x
pot_belly_pox;Pot-Belly Pox Outbreak;;;;;;;;;;;;;x
cudfeeders_flu;Cudfeeder's Flu Outbreak;;;;;;;;;;;;;x
industry_curtailed;Industry Curtailed;;;;;;;;;;;;;x
LOADING_MAP_SPRITES;Cultivating Phylogenetic Differences...;x
LOADING_GUI_DEF;Developing Simple Tools...;x
LOADING_DATABASES;Imagining Frightening Creatures...;x
LOADING_DATABASES2;Constructing Languages...;x
INIT_MAP_LOGIC;Charting Landscapes...;x
CREATING_CHKSUM;Fattening Thralls... ;x
LOADING_HISTORY;Cataloguing Possible Timelines... ;x
LOADING_SOUNDS;Planting Pruub...;x
PROC_FLAGS;Locating the Vewug...;x
EXECUTING_HISTORY;Generating False Past....;x
LOAD_FLAGS;Fostering Mercantile Networks...;;x
LOAD_GFX;Determining Synthetic Present...;x
CREATING_THE_WORLD;Isolating Necessary Beings...;x
CREATING_TREES;Imagining Frightening Creatures...;x
CREATING_BORDERS;Developing Methods of Control...;x
CREATING_RIVERS;Singing a beautiful song...;x
MAP_PROPERLY_INIT;Crowning Gozomedes...;x
CREATING_PROVINCE;Creating Hominid Type #;x
CREATING_TEXTS;Silencing Dissenting Voices...;x
LOAD_EVENTS;Identifying Contigent Phenomena...;x
ADAPTING_HISTORY;Growing Beautiful Fur...;x
CALC_PATHS;Arranging Trans-World-Techno-Causal Laws;x
prince;Prince of the Blood;;;;;;;;;;;;;x
ruins_drupe;Ruins of the Drupe;;;;;;;;;;;;;x
YOU_LOST;§RBitter Defeat;x
YOU_WON;§GVictory;x
zealous_fervor;Zealous Fervor;;;;;;;;;;;;;x
zealous_fervor_desc;This nation is amidst a large debate about the relationship between the state and church, igniting religious passions and sectarianism.;;;;;;;;;;;;;x
minor_outrage_province;Provincial Malcontents;;;;;;;;;;;;;x
major_outrage_province;Provincial Unrest;;;;;;;;;;;;;x
quaratine;Province Quarantined;;;;;;;;;;;;;x
appointed_l;The Municipal Rates;x
appointed;Municipal Rates Reform;x
ran_bog_info;§RSerfdom Status in Rannu Empire§!;;;;;;;;;;;;;x
ran_serf_status;Legal;;;;;;;;;;;;;x
seat_of_the_dehuogi_clan;Seat of the Dehuogi Clan \n\n§WThis is the seat of the Dehuogi clan, the tribal census that governs all Dehuogi in the Bogoran Clan-Parliamentary System, as well as represents them in the Assembly of the Old Clans. It is the newest clan, and was invited in the last century. The Dehuogi Marchlanders are famous for their loyalty to the Bogoran state, and from their fortresses maintain a zealous watch over the coast of Yamajoury.;;;;;;;;;;;;;x
RULE_DHONT;Pazzak's Method;x
centralised;Centralised;x
centralised_1;Centralised;x
centralised_desc;This state is centralised, and passing any further reforms here will reset that!;x
states_system;States System;x
states_system_1;States System;x
states_system_desc;This state is organised along the lines of a system of federated states, with develolved responsibility.;x
vocational_candidacy;Vocational Constituency;x
vocational_candidacy_1;Vocational Constituency;x
vocational_candidacy_desc;This state is broadly corporatist, with major chartered organisations, occupational guilds, industiral firms, and numerous other bodies having the power to elect or appoint representatives in a byzantine network of rights and privlieges.;x
federalisation;Decentralisation;;;;;;;;;;;;;x
upper_house_composition;Minor Issues;;;;;;;;;;;;;x
two_per_state;National Ramient;;;;;;;;;;;;;x
two_per_state_1;National Ramient;;;;;;;;;;;;;x
proportional;Anti-Witch Legislation;;;;;;;;;;;;;x
proportional_1;Anti-Witch Legislation;;;;;;;;;;;;;x
POP_DAILY_EVENT;Windfalls: §Y$VAL$§W¤;;;;;;;;;;;;;;x
movement_feudal_courts;Lordly Justice Lobby;x
movement_appointed_justices;Campaign for Judicial Reform;x
movement_unified_legal_code;Campaign for Legal Reform;x
movement_feudal_tenure;Commons Recovery Lobby;x
movement_peonage;Abolition of Serfdom Movement;;;;;;;;;;;;;;x
movement_thralldom_outlawed;Anti-Thralldom League;x
cordon_sanitaire_province;Cordon Sanitaire;;;;;;;;;;;;;x
had_pandemic;Had Pandemic;;;;;;;;;;;;;x
had_pandemic_desc;Ignore this modifier. It is simply here to halt provincial reinfection.;;;;;;;;;;;;;x
ballsy;Temerarious;;;;;;;;;;;;;x
vewugist_conversion;Vewugist Conversion;x
vewugist_conversion_desc;This country has recently converted to Vewugism and is enjoying increased links with the developed world on account of this.;x
mollusc_oil;Mollusc Oil;;;;;;;;;;;;;x
oil;Petroleum;;;;;;;;;;;;;x
jelly_factory;Synthetic Jelly Factory;;;;;;;;;;;;;x
jelly_factory_desc;This factory uses petroluems to produce jelly lubricants, reducing dependence on natural oils and jellies from the great molluscs of the sea.;;;;;;;;;;;;;x
synthetic_lubricants;Synthetic Lubricants;;;;;;;;;;;;;x
synthetic_lubricants_desc;For centuries the people of the Miiv have hunted the great oceanic Molluscs for their gellatinous bodies to use as lubricants, for everything from weaponry to oil lanterns, to grease machines, and to tar ships. Now, however, in the 14th century, the development of organic chemistry has allowed for the production of synthetic jelly.;;;;;;;;;;;;;x
chazd_molluscing;Chazd Molluscing Industry \n\n§WThe Molluscers of Chazd are probverbial for their bravery and stupendous hauls, hunting the prodigiously large Molluscs of the stormy northern seas.;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
